Symbol	Synonyms	chromosome	strand	start	end	GeneID	ensembl_id
SMIM15	C5orf43	5	-1.0	61157704.0	61162468.0	643155	ENSG00000188725
MEP1AP4	-	9	1.0	42200000.0	43000000.0	643157	
ATF4P3	ATF4C	17	1.0	72900000.0	76800000.0	643159	
CYMP	-	1	1.0	110480752.0	110491277.0	643160	ENSG00000240194
FAM25A	bA96C23.5	10	1.0	87020294.0	87024730.0	643161	ENSG00000188100
RBM39P1	-	X	1.0	44029332.0	44030921.0	643167	ENSG00000214019
LOC643168	-	7	1.0	53900000.0	58100000.0	643168	
GGT4P	-	13	1.0	17700000.0	18900000.0	643171	
LOC643172	-	20	1.0	39000000.0	43100000.0	643172	ENSG00000223651
CCT6P3	CCT6-3P	7	1.0	65038354.0	65074713.0	643180	ENSG00000290860
FADS2B	FADS2P1	11	1.0	55800000.0	60100000.0	643181	
UBTFL8	-	3	1.0	4000000.0	8100000.0	643182	
CALM2P4	-	13	-1.0	98640814.0	98641239.0	643193	ENSG00000233662
RBPJP6	-	9	1.0	42200000.0	43000000.0	643198	
TAB3P1	-	Y	-1.0	13153931.0	13162214.0	643199	ENSG00000235462
CEP192P1	-	5	1.0	173300000.0	177100000.0	643201	ENSG00000248596
RPL36P8	RPL36_4_490	4	-1.0	76036750.0	76037064.0	643205	ENSG00000225846
GPAT2P1	-	2	1.0	95792220.0	95800166.0	643219	ENSG00000237510
RPL3P6	RPL3_2_568	5	-1.0	61390668.0	61391871.0	643220	ENSG00000213891
TUBBP5	-	9	1.0	134500000.0	138394717.0	643224	
GRXCR2	DFNB101	5	-1.0	145858521.0	145937126.0	643226	ENSG00000204928
GAPDHP30	-	8	1.0	92300000.0	97900000.0	643228	
NRBF2P3	-	1	1.0	106700000.0	111200000.0	643232	
TMEM72	C10orf127|KSP37	10	1.0	44911316.0	44937010.0	643236	ENSG00000187783
RDXP1	-	11	-1.0	4210354.0	4212091.0	643244	ENSG00000255387
MAP1LC3B2	ATG8G	12	1.0	116548105.0	116576606.0	643246	ENSG00000258102
CCT6P1	CCT6-5P|CCT6AP1	7	1.0	62100000.0	67500000.0	643253	ENSG00000291124
RARRES2P1	-	3	1.0	74100000.0	79800000.0	643255	
SSU72P6	-	11	1.0	4278705.0	4279192.0	643263	ENSG00000236175
RPL21P106	RPL21_48_1266	12	1.0	92168400.0	92168877.0	643264	ENSG00000239201
NOC2LP1	-	2	1.0	130229379.0	130232106.0	643276	ENSG00000213225
RPS29P18	RPS29_14_993	9	1.0	84300000.0	87800000.0	643284	
HSPD1P1	HSPD1-2P	5	1.0	18400000.0	23300000.0	643300	
LOC643307	-	5	1.0	59600000.0	63600000.0	643307	ENSG00000249878
RPL7P59	-	7	1.0	143400000.0	148200000.0	643308	
ACTBP1	-	X	-1.0	46288016.0	46289128.0	643309	ENSG00000229145
ST13P18	-	X	1.0	92700000.0	94300000.0	643310	
CT47B1	CT47.13|CT47A13	X	-1.0	120872607.0	120875866.0	643311	ENSG00000236446
LOC643327	-	6	1.0	2300000.0	4200000.0	643327	
KRT18P57	-	1	-1.0	111648291.0	111649544.0	643329	ENSG00000215867
RNASE2CP	ECRP	14	1.0	18200000.0	24100000.0	643332	
CDC42P2	-	7	1.0	53900000.0	58100000.0	643336	
C15orf62	-	15	1.0	40769980.0	40772449.0	643338	ENSG00000188277
LOC643339	-	12	1.0	92200000.0	95800000.0	643339	
LOC643342	-	9	1.0	93900000.0	96500000.0	643342	ENSG00000230221
RPL5P4	RPL5_1_31	1	1.0	35350722.0	35351607.0	643343	ENSG00000229994
LOC643348	-	7	1.0	53900000.0	58100000.0	643348	ENSG00000231317
SAPCD2P3	-	7	1.0	62100000.0	67500000.0	643353	
LINC01750	-	1	1.0	111989770.0	111998842.0	643355	ENSG00000231437
RPS27AP16	RPS27A_8_1488	16	-1.0	61055399.0	61055964.0	643358	ENSG00000224631
LINC00452	LINC00453	13	1.0	113888306.0	113923512.0	643365	ENSG00000229373
LOC643367	-	5	1.0	69100000.0	74000000.0	643367	
TUBB4BP8	-	X	1.0	94319038.0	94320025.0	643371	ENSG00000227521
GUSBP18	-	5	1.0	33800000.0	38400000.0	643373	
BTBD18	-	11	-1.0	57743514.0	57752675.0	643376	ENSG00000233436
LOC643381	-	11	1.0	97400000.0	102300000.0	643381	ENSG00000254939
TMEM253	C14orf176|C14orf95|NCRNA00220	14	1.0	21098811.0	21103724.0	643382	ENSG00000232070
UNC93B4	-	4	1.0	0.0	4500000.0	643384	
TARDBPP3	-	2	1.0	236400000.0	242193529.0	643387	
SPINK9	LEKTI2	5	1.0	148321203.0	148339852.0	643394	ENSG00000204909
PURPL	LINC01021	5	1.0	27217714.0	27497871.0	643401	ENSG00000250337
LOC643406	-	20	1.0	5100000.0	9200000.0	643406	
BTF3P16	-	3	1.0	101200000.0	103100000.0	643412	
LIPK	LIPL2|bA186O14.2	10	1.0	88706249.0	88752776.0	643414	ENSG00000204021
LIPN	ARCI8|LI4|LIPL4|bA186O14.3	10	1.0	88759982.0	88779626.0	643418	ENSG00000204020
TPT1P13	-	X	1.0	121800000.0	129500000.0	643421	
RBMS2P1	RBMS2P	12	1.0	92200000.0	95800000.0	643427	
TSG1	-	6	1.0	92500000.0	98900000.0	643432	
LOC643438	-	7	1.0	148200000.0	152800000.0	643438	
LOC643441	-	1	1.0	111200000.0	115500000.0	643441	
TRIM43CP	-	2	1.0	96000000.0	102100000.0	643445	
RNPS1P1	-	4	1.0	11300000.0	15000000.0	643446	
KRT8P49	-	11	-1.0	4722740.0	4724171.0	643447	ENSG00000271602
LOC643454	-	1	1.0	214400000.0	223900000.0	643454	
DUSP5P2	-	3	1.0	8100000.0	11600000.0	643459	
SURF6P1	-	Y	1.0	17100000.0	19600000.0	643470	
KRT18P12	-	1	1.0	214532195.0	214533467.0	643471	ENSG00000215819
FAM25EP	FAM25D|FAM25E	10	-1.0	45815428.0	45817324.0	643479	ENSG00000290779
BRDTP1	-	X	-1.0	96337236.0	96337912.0	643486	ENSG00000271209
LOC643494	-	8	1.0	97900000.0	100500000.0	643494	
RPL11P5	RPL11_3_1291	12	-1.0	120594015.0	120594548.0	643499	ENSG00000242137
TARDBPP1	TARDBPL|bA318P23.1	20	1.0	5100000.0	9200000.0	643503	
RPL7P57	RPL7_22_1777	X	-1.0	47840963.0	47841702.0	643507	ENSG00000224401
KPNA2P1	-	4	1.0	80079532.0	80081122.0	643513	ENSG00000236530
LINC00865	-	10	1.0	89829483.0	89840863.0	643529	ENSG00000232229
RPL29P26	RPL29_14_1268	12	1.0	92200000.0	95800000.0	643531	
KCTD9P2	KCTD9L	X	1.0	104500000.0	109400000.0	643535	
VDAC1P10	-	1	1.0	214400000.0	223900000.0	643536	
DSEL-AS1	-	18	1.0	67516546.0	67899619.0	643542	ENSG00000265533
RPL12P33	RPL12_13_1292	12	1.0	120300000.0	125400000.0	643550	
LOC643554	-	X	1.0	47600000.0	50100000.0	643554	
LOC643562	-	6	1.0	75200000.0	83200000.0	643562	
EEF1A1P15	EEF1AL13	X	1.0	94300000.0	99100000.0	643563	
LOC643576	-	12	1.0	103500000.0	108600000.0	643576	
AKR1B10P2	-	18	1.0	68455951.0	68456877.0	643582	ENSG00000263355
PKMP1	-	1	1.0	111200000.0	115500000.0	643586	
RNF224	-	9	1.0	137227502.0	137229640.0	643596	ENSG00000233198
CTDSPL2P1	-	X	1.0	99100000.0	103300000.0	643605	
NR1H5P	Fxrb|NR1H5	1	1.0	114837227.0	114851453.0	643609	ENSG00000227970
UBTFL6	-	2	-1.0	97636780.0	97637803.0	643615	ENSG00000228970
RPSAP8	LAMR1P8|RPSA_26_1797	X	-1.0	100155885.0	100156773.0	643617	ENSG00000230592
LINC02523	-	6	1.0	125674353.0	125720218.0	643623	ENSG00000224506
RPS18P8	RPS18_5_650	6	1.0	4200000.0	7100000.0	643627	ENSG00000217030
RPL7AP76	-	9	1.0	62266319.0	62266919.0	643630	ENSG00000231995
TPM4P2	-	3	1.0	26300000.0	30800000.0	643634	
GLYATL1P4	-	11	1.0	55800000.0	60100000.0	643637	
ZNF862	-	7	1.0	149838375.0	149867479.0	643641	ENSG00000106479
HSD17B1P1	EDH17B1|EDHB17|HSD17|HSD17BP1|SDR28C1P1	17	1.0	40200000.0	42800000.0	643646	
LINC01189	-	9	1.0	61500000.0	65000000.0	643648	
LINC00842	-	10	1.0	46398362.0	46453306.0	643650	ENSG00000285294
RPL35P8	RPL35_6_1759	22	1.0	49100000.0	50818468.0	643653	
SLC35G6	AMAC1L3|TMEM21B	17	1.0	7481446.0	7483496.0	643664	ENSG00000259224
PSMC1P9	-	12	1.0	18692762.0	18694096.0	643668	ENSG00000255993
CCER2	-	19	-1.0	38908980.0	38912186.0	643669	ENSG00000262484
CCDC168	C13orf40	13	-1.0	102729367.0	102759072.0	643677	ENSG00000175820
MS4A4E	-	11	-1.0	60200270.0	60243137.0	643680	ENSG00000214787
HNRNPA3P3	-	X	1.0	140032344.0	140033480.0	643689	ENSG00000214653
GOLGA8N	GOLGA8R	15	1.0	32593456.0	32607310.0	643699	ENSG00000232653
GOLGA6L4	-	15	1.0	84235773.0	84245358.0	643707	ENSG00000184206
LOC643709	-	11	1.0	55800000.0	60100000.0	643709	ENSG00000254704
PAFAH1B2P2	-	12	-1.0	97644345.0	97761859.0	643711	ENSG00000257501
CASC16	LINC00918	16	-1.0	52552084.0	52652132.0	643714	ENSG00000249231
SCGB1B2P	SCGB4A1P	19	1.0	31900000.0	35100000.0	643719	
LYPLAL1-DT	LYPLAL1-AS1	1	-1.0	218976672.0	219173961.0	643723	ENSG00000228063
CASP4LP	CASP17P	11	-1.0	104901549.0	104919073.0	643733	ENSG00000291173
GAPDHP31	-	12	1.0	5300000.0	10000000.0	643739	
HMGN2P4	HMGN2L4	5	1.0	74000000.0	77600000.0	643744	
TRAF3IP2-AS1	BetaFAAR|C6UAS|C6orf3|NCRNA00248|TRAF3IP2-AS2	6	1.0	111483459.0	111598783.0	643749	ENSG00000231889
CDC42P6	-	4	1.0	21300000.0	27700000.0	643751	
RAP1BL	-	5	1.0	74000000.0	77600000.0	643752	
PSMC1P6	-	3	-1.0	87630301.0	87631619.0	643766	ENSG00000240255
LINC02453	-	12	-1.0	98485544.0	98503859.0	643770	ENSG00000245017
PNPLA10P	-	X	1.0	121800000.0	129500000.0	643773	
RPLP0P5	RPLP0_1_167	1	-1.0	220316667.0	220317599.0	643779	ENSG00000232883
USP46-DT	USP46-AS1	4	1.0	52659406.0	52661668.0	643783	ENSG00000248866
NAIPP3	-	5	1.0	69618313.0	69623446.0	643784	ENSG00000248477
HMGN1P38	-	15	1.0	88500000.0	93800000.0	643790	
MPHOSPH10P1	-	16	-1.0	53365391.0	53371129.0	643802	ENSG00000291103
KRTAP24-1	KAP24.1	21	-1.0	30281309.0	30282950.0	643803	ENSG00000188694
KRTAP27-1	-	21	-1.0	30337013.0	30337694.0	643812	ENSG00000206107
CNTNAP3P2	-	9	1.0	65000000.0	69300000.0	643827	
PDCL3P2	-	8	1.0	100500000.0	105100000.0	643831	
PGA3	-	11	1.0	61203307.0	61213098.0	643834	ENSG00000229859
ZFP62	ZET|ZNF755	5	-1.0	180847611.0	180861285.0	643836	ENSG00000196670
LINC01128	-	1	1.0	825138.0	859446.0	643837	ENSG00000228794
PGA4	-	11	1.0	61222347.0	61231694.0	643847	ENSG00000229183
RPL31P32	RPL31_14_719	6	1.0	85257328.0	85257694.0	643851	ENSG00000216902
TMPPE	-	3	-1.0	33090421.0	33097146.0	643853	ENSG00000188167
CTAGE9	-	6	-1.0	131708441.0	131711017.0	643854	ENSG00000236761
LOC643855	-	11	1.0	103000000.0	110600000.0	643855	
KRT18P30	-	6	1.0	84200000.0	87300000.0	643858	
FEM1AP3	-	6	-1.0	112365704.0	112367444.0	643859	ENSG00000217770
SPDYE10	SPDYE10P	7	-1.0	73104008.0	73155431.0	643862	ENSG00000274570
RPL17P34	RPL17_10_1081	10	-1.0	93284004.0	93284558.0	643863	ENSG00000213432
KRT126P	KRT	12	1.0	51100000.0	54500000.0	643865	
CBLN3	PRO1486	14	-1.0	24426545.0	24430954.0	643866	ENSG00000139899
TPT1P6	-	6	1.0	84200000.0	87300000.0	643870	
HMGN2P6	HMGN2L6	14	1.0	24100000.0	32900000.0	643872	
EIF4BP7	-	X	1.0	109400000.0	117400000.0	643873	
CNN3P1	-	6	1.0	4200000.0	7100000.0	643875	
FKBP4P8	-	9	-1.0	66744561.0	66745929.0	643880	ENSG00000276457
SOCS5P5	-	6	1.0	113222166.0	113224072.0	643884	ENSG00000216904
CCDC121P1	-	X	1.0	109400000.0	117400000.0	643888	
ARPP19P2	-	2	1.0	96000000.0	102100000.0	643896	
ARL2BPP2	ARL2BPL|bcm1040	12	1.0	51100000.0	54500000.0	643898	
RNF222	-	17	-1.0	8390702.0	8397827.0	643904	ENSG00000189051
PRR21	-	2	1.0	236400000.0	242193529.0	643905	
RPL7P27	RPL7_11_720	6	-1.0	86086415.0	86087134.0	643906	ENSG00000220069
SPDYE9	SPDYE9P	7	-1.0	73075972.0	73086038.0	643909	ENSG00000262461
CRNDE	CRNDEP|LINC00180|NCRNA00180|PNAS-108|lincIRX5	16	-1.0	54845189.0	54929189.0	643911	ENSG00000245694
MORF4L2P1	MORF4LP4|MRG4	4	1.0	51800000.0	58500000.0	643915	
RAB1AP2	-	6	1.0	84200000.0	87300000.0	643916	
RPS3AP20	RPS3A_6_581	5	-1.0	79284132.0	79284918.0	643932	ENSG00000213757
PHKG1P1	-	7	-1.0	63233035.0	63234245.0	643941	ENSG00000226075
RPLP2P3	RPLP2_2_1170	11	1.0	103000000.0	110600000.0	643949	
RPSAP43	RPSA_12_742	6	-1.0	114084168.0	114084792.0	643954	ENSG00000216471
ZNF733P	ZNF733	7	1.0	62100000.0	67500000.0	643955	ENSG00000290558
RPS2P18	RPS2_7_293	2	1.0	173297629.0	173298512.0	643960	ENSG00000231735
TMEM88B	-	1	1.0	1425871.0	1430255.0	643965	ENSG00000205116
RPL7P29	RPL7_13_721	6	1.0	86970466.0	86971193.0	643971	ENSG00000214457
RPL6P13	RPL6_10_498	4	1.0	86870191.0	86871404.0	643974	ENSG00000243312
FOXN3P1	-	X	-1.0	102546734.0	102548213.0	643976	ENSG00000176318
FLJ32255	-	5	1.0	42500000.0	46100000.0	643977	ENSG00000287263
RPS3AP36	RPS3A_16_1083	10	1.0	95594598.0	95595372.0	643981	ENSG00000214362
HSFY4P	-	Y	1.0	19600000.0	23800000.0	643987	
FNDC10	C1orf233	1	-1.0	1598012.0	1600135.0	643988	ENSG00000228594
RPS2P26	RPS2_8_601	5	1.0	113800000.0	115900000.0	643992	
VDAC2P2	-	12	1.0	5300000.0	10000000.0	643996	
PPIAP66	-	2	1.0	168900000.0	177100000.0	643997	
ARAFP2	ARAF2|ARAF2P|ARAFPS|PKS1	7	1.0	62100000.0	67500000.0	644000	
LOC644006	-	1	1.0	230500000.0	234600000.0	644006	
RPS6P3	RPS6_1_251	2	-1.0	101509530.0	101510222.0	644013	ENSG00000237549
HSPD1P10	HSPD1-4P	6	1.0	87298772.0	87300447.0	644016	ENSG00000216990
ZNF734P	ZNF734	7	1.0	62100000.0	67500000.0	644017	
ZNG1F	CBWD6|CBWD7	9	-1.0	41131306.0	41199261.0	644019	ENSG00000215126
RPL32P23	RPL32_6_1020	10	-1.0	6071514.0	6071918.0	644020	ENSG00000214015
CTSLP3	CTSL1P3|CTSLL3	10	1.0	46758089.0	46759199.0	644021	ENSG00000280913
RPL22P19	RPL22_8_1294	12	-1.0	124935455.0	124935895.0	644022	ENSG00000241129
RPL7AP62	RPL7A_28_1429	15	-1.0	47730144.0	47730935.0	644029	ENSG00000213862
KRT18P58	-	11	-1.0	5993876.0	5994995.0	644030	ENSG00000254831
PHKG1P2	-	7	1.0	62100000.0	67500000.0	644032	
NONOP1	-	16	1.0	66600000.0	70800000.0	644035	
HNRNPA1P12	-	5	1.0	77600000.0	82100000.0	644037	
C18orf63	DKFZP781G0119	18	1.0	74315839.0	74359189.0	644041	ENSG00000206043
SLC25A5P6	ANTP6	4	1.0	186200000.0	190214555.0	644042	
LINC01529	-	19	-1.0	35785697.0	35797935.0	644050	ENSG00000225872
IDH1P1	-	6	1.0	7100000.0	10600000.0	644051	
FAM25C	bA164N7.4	10	-1.0	47995322.0	47999791.0	644054	ENSG00000276430
PYY3	PYY-III	X	1.0	50100000.0	54800000.0	644059	
LOC644060	-	1	1.0	143200000.0	147500000.0	644060	
HNRNPKP4	-	3	1.0	96349554.0	96350939.0	644063	ENSG00000243547
RPS14P3	RPS14_1_16	1	1.0	15900000.0	20100000.0	644068	
GSG1L2	-	17	-1.0	9800608.0	9822079.0	644070	ENSG00000214978
GLYCAM1	-	12	-1.0	54608187.0	54610462.0	644076	ENSG00000257780
BCRP1	BCR-1	22	1.0	23100000.0	25500000.0	644079	
RPL18AP8	RPL18A_3_387	3	1.0	96619304.0	96619831.0	644082	ENSG00000218754
PRKAG2-AS2	-	7	1.0	151806490.0	151810820.0	644090	ENSG00000242048
MSH2-OT1	HCG2040054	2	1.0	47527008.0	47535199.0	644093	ENSG00000235760
PSMC1P12	-	1	-1.0	118614333.0	118615646.0	644094	ENSG00000226126
SDHAF1	LYRM8|MC2DN2	19	1.0	35995188.0	35996312.0	644096	ENSG00000205138
ARL14EPL	-	5	1.0	116032324.0	116060118.0	644100	ENSG00000268223
CBX3P9	-	6	1.0	114200000.0	117900000.0	644101	
RPL29P18	RPL29_8_938	8	1.0	100500000.0	105100000.0	644103	
RPSAP50	RPSA_24_1172	11	1.0	103000000.0	110600000.0	644109	
LOC644110	-	15	1.0	30900000.0	33400000.0	644110	
RPS14P9	RPS14_6_722	6	1.0	87300000.0	92500000.0	644119	
RPL23AP53	RPL23A_20_869	8	1.0	0.0	2300000.0	644128	
HMGB1P15	-	X	1.0	50100000.0	54800000.0	644129	
CCT8P1	CCT8-1P	1	-1.0	147203276.0	147204932.0	644131	ENSG00000226015
PDE7B-AS1	-	6	-1.0	135991936.0	136225751.0	644135	ENSG00000237596
GOT2P3	GOT2L3|GOT2L3P	12	1.0	9641723.0	9643011.0	644138	ENSG00000233719
PIRT	-	17	-1.0	10822470.0	10838087.0	644139	ENSG00000233670
EXOC1L	-	4	1.0	55819790.0	55837489.0	644145	ENSG00000250821
RPS14P8	RPS14_5_603	5	1.0	115900000.0	122100000.0	644146	
WIPF3	CR16	7	1.0	29806486.0	29917061.0	644150	ENSG00000122574
DNM1P31	DNM1DN4-2|DNM1DN4.2|DNM1DN4@	15	1.0	30900000.0	33400000.0	644153	
RPL10AP8	RPL10A_3_573	5	1.0	69100000.0	74000000.0	644154	
DND1P1	-	17	1.0	42800000.0	46800000.0	644157	
LRRC2P1	-	2	1.0	168900000.0	177100000.0	644158	
SLC25A1P3	-	7	1.0	62100000.0	67500000.0	644159	
ACTG1P19	-	9	1.0	100731240.0	100732355.0	644160	ENSG00000237999
BCRP3	BCR3|BCRL3|BCRL6	22	1.0	23100000.0	25500000.0	644165	
RPS26P20	RPS26_7_290	2	1.0	168900000.0	177100000.0	644166	
DRGX	DRG11|PRRXL1	10	-1.0	49364066.0	49396089.0	644168	ENSG00000165606
LOC644169	-	11	1.0	2800000.0	11700000.0	644169	ENSG00000254595
MAPK8IP1P2	-	17	1.0	42800000.0	46800000.0	644172	
SYCE3	C22orf41|THEG2	22	-1.0	50551112.0	50562919.0	644186	ENSG00000217442
LOC644189	-	19	1.0	35100000.0	37800000.0	644189	
RPS26P8	RPS26_20_1551	17	1.0	42800000.0	46800000.0	644191	
NR2F2-AS1	-	15	-1.0	96110040.0	96327361.0	644192	ENSG00000247809
RPLP2P2	RPLP2_1_633	5	1.0	156300000.0	160500000.0	644198	
RPL12P27	RPL12_9_1087	10	1.0	95300000.0	97500000.0	644202	
LOC644203	-	12	1.0	103500000.0	108600000.0	644203	
GAPDHP32	-	1	1.0	117200000.0	120400000.0	644213	
PHB1P11	PHBP11	1	1.0	214400000.0	223900000.0	644214	
LOC644215	-	10	1.0	95300000.0	97500000.0	644215	
TRPC6P1	TRPC6L|TRPC6P	X|Y	-1.0	155985370.0	155986249.0	644218	ENSG00000223484
ACTBP11	-	1	1.0	214400000.0	223900000.0	644220	
RPL9P4	RPL9_9_1348	14	1.0	24100000.0	32900000.0	644223	
AURKBP1	AURKBPS1|AurBps1	8	-1.0	108131100.0	108132114.0	644233	ENSG00000230948
RPL7AP43	RPL7A_17_815	7	-1.0	77115399.0	77116192.0	644236	ENSG00000213542
GAPDHP33	-	1	1.0	117200000.0	120400000.0	644237	
LINC00622	-	1	-1.0	119597702.0	119599271.0	644242	ENSG00000260941
KANSL1-AS1	-	17	1.0	46193566.0	46197842.0	644246	ENSG00000214401
SNCA-AS1	-	4	1.0	89836408.0	89841978.0	644248	ENSG00000247775
LOC644249	-	9	1.0	65000000.0	69300000.0	644249	
MAPK8IP1P1	MAPK8IPP|PRKM8IPP	17	1.0	46243606.0	46245044.0	644253	ENSG00000262500
DND1P2	-	17	1.0	42800000.0	46800000.0	644256	
SLC25A53P1	-	X	1.0	103300000.0	104500000.0	644261	
CAPZBP1	-	2	1.0	102100000.0	105300000.0	644265	
LOC644269	-	6	1.0	87300000.0	92500000.0	644269	ENSG00000219240
LOC644277	-	11	1.0	110600000.0	112700000.0	644277	
LOC644285	-	5	1.0	83500000.0	93000000.0	644285	
KIAA1143P1	-	14	1.0	24100000.0	32900000.0	644295	
FAM215B	ARL17A-IT1	17	1.0	42800000.0	46800000.0	644297	
LOC644303	-	6	1.0	118100000.0	125800000.0	644303	
RPS20P19	RPS20_7_863	7	1.0	148200000.0	152800000.0	644309	
UQCR10P1	-	X	1.0	50100000.0	54800000.0	644310	
MT1IP	MT1|MT1I|MTE	16	1.0	56000000.0	57300000.0	644314	
RPS7P11	RPS7_6_1552	17	-1.0	46721582.0	46722167.0	644315	ENSG00000213326
FLJ43315	-	9	1.0	64016950.0	64061612.0	644316	ENSG00000291012
ADAM20P3	-	4	-1.0	187746094.0	187748199.0	644325	ENSG00000249162
TPM3P5	-	19	1.0	38200000.0	42900000.0	644330	
ATP5PBP3	ATP5F1P3	7	1.0	148200000.0	152800000.0	644333	
LOC644335	-	8	1.0	109500000.0	111100000.0	644335	ENSG00000255099
RPL37AP8	RPL37A_3_1174	11	1.0	110600000.0	112700000.0	644338	
ZCCHC18	PNMA7B|SIZN2	X	1.0	104112131.0	104115842.0	644353	ENSG00000166707
EEF1DP6	-	1	-1.0	4175528.0	4175899.0	644357	ENSG00000229280
GCNT2P1	GCNT2P|GCNT6	6	1.0	10633762.0	10634695.0	644378	ENSG00000205318
LOC644383	-	12	1.0	54500000.0	56200000.0	644383	
RPL23AP71	RPL23A_33_1349	14	1.0	34485979.0	34486447.0	644384	ENSG00000237450
LOC644387	-	7	1.0	62100000.0	67500000.0	644387	
RPS2P47	RPS2_25_1553	17	1.0	46800000.0	49300000.0	644388	ENSG00000239291
HNRNPLP2	-	15	1.0	33400000.0	39800000.0	644390	
LRRC37A17P	LRRC37A5	17	1.0	47017193.0	47054569.0	644397	ENSG00000263142
LARP1BP3	-	X	1.0	131300000.0	134500000.0	644403	
DEFB131A	DEFB-31|DEFB131	4	1.0	9444414.0	9450666.0	644414	ENSG00000186146
SRSF6P2	-	17	1.0	16100000.0	22700000.0	644422	
RARRES2P2	-	10	1.0	128800000.0	133797422.0	644425	
HMGB3P15	-	4	-1.0	94195940.0	94196513.0	644429	ENSG00000250897
AGGF1P2	-	10	1.0	128800000.0	133797422.0	644435	
TUBAP7	-	11	1.0	63046785.0	63048126.0	644436	ENSG00000253547
HMGB3P11	-	2	1.0	102100000.0	105300000.0	644442	
TMEM30CP	CDC50C|TMEM30C	3	1.0	100185687.0	100211766.0	644444	ENSG00000235156
HNRNPFP1	-	1	1.0	39600000.0	43700000.0	644449	
SHQ1P1	-	10	1.0	48600000.0	51100000.0	644451	
LOC644456	-	2	1.0	54700000.0	61000000.0	644456	ENSG00000231043
BEND3P1	-	10	1.0	48600000.0	51100000.0	644459	
LOC644462	-	1	1.0	46300000.0	50200000.0	644462	
RPSAP61	RPSA_31_1776	X	1.0	44741087.0	44741964.0	644464	ENSG00000214016
NDUFA3P3	-	1	1.0	224400000.0	226800000.0	644482	
ICE2P1	NARG2P1	4	1.0	186200000.0	190214555.0	644491	
HSP90AB7P	-	10	-1.0	9721963.0	9724416.0	644495	ENSG00000235838
CTSLP4	CTSL1P4|CTSLL4|bA564C4.3	10	1.0	48600000.0	51100000.0	644496	
HMGN2P7	HMGN2L7	3	1.0	13200000.0	16300000.0	644498	
RPL39P21	RPL39_9_576	5	1.0	74000000.0	77600000.0	644499	
HMGB3P18	-	6	-1.0	121858179.0	121858768.0	644502	ENSG00000220184
RBM22P6	RBM22P10	X	-1.0	52485046.0	52485912.0	644509	ENSG00000275643
RPL13AP6	RPL13A_7_1096|bA348N5.5	10	-1.0	110936622.0	110937233.0	644511	ENSG00000234118
FAM86MP	-	4	1.0	9692495.0	9702954.0	644517	ENSG00000186234
RPL31P44	RPL31_14_1046	10	-1.0	52389112.0	52389488.0	644522	ENSG00000213657
NKX2-4	NKX2.4|NKX2D	20	-1.0	21395365.0	21397526.0	644524	ENSG00000125816
LOC644525	-	22	1.0	15000000.0	17400000.0	644525	
HMGN1P11	-	4	1.0	58500000.0	65500000.0	644534	
SMIM10	CXorf69	X	1.0	134990991.0	134992473.0	644538	ENSG00000184785
ELOCP3	TCEB1P3|dJ254P11.1	10	1.0	6600000.0	12200000.0	644540	
EXOC5P1	-	4	1.0	62816826.0	62818794.0	644548	ENSG00000180673
LOC644554	-	19	1.0	37800000.0	38200000.0	644554	
GTF3C6P2	-	X	1.0	104500000.0	109400000.0	644563	
TPM4P1	-	10	1.0	100100000.0	101200000.0	644566	
SPCS2P2	-	10	1.0	100100000.0	101200000.0	644573	
SNX18P9	-	9	1.0	61500000.0	65000000.0	644576	
LARP1BP1	-	4	1.0	63350114.0	63351472.0	644578	ENSG00000231442
LOC644584	-	14	1.0	34800000.0	36100000.0	644584	ENSG00000257307
DNAJA1P3	-	X	1.0	104500000.0	109400000.0	644588	
DNAJC19P9	-	14	1.0	43000000.0	46700000.0	644589	
PPIAL4G	COAS-2	1	-1.0	148482548.0	148483302.0	644591	ENSG00000236334
SMIM10L2B	LINC00086|LINC00087|NCRNA00086|NCRNA00087|SMIM10L2A	X	-1.0	135094985.0	135098712.0	644596	ENSG00000196972
GEMIN8P2	-	16	1.0	57300000.0	66600000.0	644600	
BIN2P2	-	5	1.0	75910565.0	75911867.0	644601	ENSG00000248684
EEF1A1P12	EEF1AL10	2	1.0	105300000.0	106700000.0	644604	
ILF2P2	-	14	1.0	34800000.0	36100000.0	644616	
INTS4P2	INTS4L2	7	1.0	65647823.0	65718688.0	644619	ENSG00000273024
TPTE2P2	-	13	1.0	50300000.0	54700000.0	644623	
FUNDC2P3	-	6	1.0	145100000.0	148500000.0	644625	
RPL21P107	RPL21_46_1336	13	-1.0	110762674.0	110763133.0	644627	ENSG00000225239
BMS1P11	-	9	-1.0	64705734.0	64709311.0	644632	ENSG00000225883
LOC644634	-	1	1.0	147500000.0	150600000.0	644634	
NF1P6	NF1L4|NF1L6	22	1.0	15000000.0	17400000.0	644637	
APOOP5	-	16	1.0	57300000.0	66600000.0	644649	
HMGB1P25	-	2	1.0	6900000.0	12000000.0	644651	
LOC644656	-	11	1.0	2800000.0	11700000.0	644656	ENSG00000268403
HMGB1P22	-	5	1.0	122100000.0	127900000.0	644659	
RAD21-AS1	C8orf81|NCRNA00255	8	1.0	116874424.0	116876868.0	644660	ENSG00000253327
LOC644661	-	9	1.0	105400000.0	108500000.0	644661	
LOC644667	-	7	1.0	62100000.0	67500000.0	644667	
